UniProt Accession Number,Reagent Type,Target Name / Protein Biomarker,Target Species,Host Organism,Isotype,Clonality,Vendor,Catalog Number,Conjugate,RRID,Availability,Method,Tissue Preservation,Target Tissue,Tissue State,Detergent,Antigen Retrieval Conditions,Dye Inactivation Conditions,Recommend,Agree,Disagree,Contributor
Q92823,Primary Antibody,NrCAM,Human,Mouse,IgG2a,N343/26,BioLegend,821602,Unconjugated,AB_2734588,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Pancreas,NA,0.3% Triton-X-100,NA,NA,No,0000-0002-3882-457X,NA,0000-0002-3882-457X
P22736,Primary Antibody,Nur77,Human,Rabbit,IgG,Polyclonal,Abcam,ab48789,Unconjugated,AB_881709,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
P22736,Primary Antibody,Nur77,Human,Mouse,IgG2b,1E10A15,BioLegend,653504,AF594,AB_2563321,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
Q04206,Primary Antibody,Phospho-NF-KappaB p65 (Ser536),Human,Rabbit,IgG,93H1,Cell Signaling Technology,3033,Unconjugated,AB_331284,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,No,0000-0002-3882-457X,NA,0000-0002-3882-457X
P15863,Primary Antibody,PAX1,Human,Rabbit,IgG,Polyclonal,Abcam,ab203065,Unconjugated,NA,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,No,0000-0002-3882-457X,NA,0000-0002-3882-457X
Q15116,Primary Antibody,PD-1,Human,Mouse,IgG1,EH12.2H7,BioLegend,329920,BV421,AB_10960742,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
Q15116,Primary Antibody,PD-1,Human,Mouse,IgG1,EH12.2H7,BioLegend,329936,AF488,AB_2563594,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
Q15116,Primary Antibody,PD-1,Human,Mouse,IgG1,EH12.2H7,BioLegend,329910,AF647,AB_940471,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
Q15116,Primary Antibody,PD-1,Human,Goat,IgG,Polyclonal,R&D Systems,AF1086,Unconjugated,AB_354588,Stock,Multiplexed 2D Imaging,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 6 for 40 minutes at 95C (AR6 Akoya Biosciences AR600250ML),NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P42229,Primary Antibody,pSTAT5 (Tyr694),Human,Rabbit,IgG,C11C5,Cell Signaling Technology,9359,Unconjugated,AB_823649,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
P42229,Primary Antibody,pSTAT5 (Tyr694),Human,Rabbit,IgG,C71E5,Cell Signaling Technology,9314,Unconjugated,AB_2302702,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
P42229,Primary Antibody,pSTAT5 (Tyr694),Human,Rabbit,IgG,D47E7,Cell Signaling Technology,4322,Unconjugated,AB_10544692,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
P51449,Primary Antibody,RORgamma t,Human,Mouse,IgG2a,6F3.1,MilliporeSigma,MABF81,Unconjugated,AB_11205416,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
P62736,Primary Antibody,Alpha smooth muscle actin,Human,Mouse,IgG2a,1A4,Novus Biologicals,IC1420S-025,AF750,NA,Stock,IBEX2D Manual,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 6 for 40 minutes at 95C (AR6 Akoya Biosciences AR600250ML),1 mg/ml LiBH4 15 minutes,No,0000-0002-5187-810X,NA,0000-0002-5187-810X
P09486,Primary Antibody,SPARC,Human,Goat,IgG,Polyclonal,R&D Systems,AF941,Unconjugated,AB_355728,Stock,Multiplexed 2D Imaging,FFPE,Lymph Node,Follicular Lymphoma,0.3% Triton-X-100,pH 6 for 40 minutes at 95C (AR6 Akoya Biosciences AR600250ML),NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
NA,Primary Antibody,TCR gamma delta,Human,Mouse,IgG1,B1,BioLegend,331225,PE/Dazzle AF594,AB_2565533,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
Q8TDQ0,Primary Antibody,Tim-3,Human,Rat,IgG2a,344823,R&D Systems,MAB2365,Unconjugated,AB_2232900,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
Q8TDQ0,Primary Antibody,Tim-3,Human,Rabbit,IgG,Polyclonal,Abcam,ab185703,Unconjugated,NA,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
O15393,Primary Antibody,TMPRSS2,Human,Rabbit,IgG,EPR3861,Abcam,ab92323,Unconjugated,AB_10585592,Stock,Multiplexed 2D Imaging,FFPE,Kidney,NA,0.3% Triton-X-100,pH 6 for 40 minutes at 95C (AR6 Akoya Biosciences AR600250ML),NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
NA,Primary Antibody,TCR Valpha7.2,Human,Mouse,IgG1,3C10,BioLegend,351729,PE/Dazzle AF594,AB_2566338,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
NA,Primary Antibody,TCR Valpha7.2,Human,Mouse,IgG1,3C10,BioLegend,351706,PE,AB_10899577,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P20444,Primary Antibody,PKC alpha,Mouse,Mouse,IgG1,H-7,Santa Cruz Biotechnology,sc-8393 AF680,AF680,AB_628142,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Retina,NA,0.1% Saponin,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-2088-8310,NA,0000-0003-2088-8310
Q9EQP6,Primary Antibody,Cone Arrestin,Mouse,Rabbit,IgG,Polyclonal,MilliporeSigma,AB15282,Unconjugated,AB_1163387,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Retina,NA,0.1% Saponin,NA,NA,Yes,0000-0003-2088-8310,NA,0000-0003-2088-8310
P51491,Primary Antibody,Opsin Blue,Mouse,Rabbit,IgG,Polyclonal,MilliporeSigma,AB5407,Unconjugated,AB_177457,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Retina,NA,0.1% Saponin,NA,NA,Yes,0000-0003-2088-8310,NA,0000-0003-2088-8310
P03999,Primary Antibody,Opsin Blue,Human,Rabbit,IgG,Polyclonal,MilliporeSigma,AB5407,Unconjugated,AB_177457,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Retina,NA,0.1% Saponin,NA,NA,Yes,0000-0003-2088-8310,NA,0000-0003-2088-8310
P22676,Primary Antibody,Calretinin,Mouse,Mouse,IgG1,6B8.2,MilliporeSigma,MAB1568,Unconjugated,AB_94259,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Retina,NA,0.1% Saponin,NA,NA,Yes,0000-0003-2088-8310,NA,0000-0003-2088-8310
P04000,Primary Antibody,Opsin Red/Green,Human,Rabbit,IgG,Polyclonal,MilliporeSigma,AB5405,Unconjugated,AB_177456,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Retina,NA,0.1% Saponin,NA,NA,Yes,0000-0003-2088-8310,NA,0000-0003-2088-8310
P04000,Primary Antibody,Opsin Red/Green,Mouse,Rabbit,IgG,Polyclonal,MilliporeSigma,AB5405,Unconjugated,AB_177456,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Retina,NA,0.1% Saponin,NA,NA,Yes,0000-0003-2088-8310,NA,0000-0003-2088-8310
Q4QRB4,Primary Antibody,Tubulin beta-3 chain,Mouse,Mouse,IgG2a,TUJ1,BioLegend,801203,AF488,AB_2564757,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Retina,NA,0.1% Saponin,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-2088-8310,NA,0000-0003-2088-8310
P14136,Primary Antibody,GFAP,Mouse,Mouse,IgG2b,SMI 25,BioLegend,837504,AF647,AB_2632641,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Retina,NA,0.1% Saponin,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-2088-8310,NA,0000-0003-2088-8310
P15104,Primary Antibody,Glutamine synthetase,Mouse,Mouse,IgG1,1B6G4,Proteintech,CL488-66323,CoraLite Plus AF488,AB_2883309,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Retina,NA,0.1% Saponin,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-2088-8310,NA,0000-0003-2088-8310
P20152,Primary Antibody,Vimentin,Mouse,Rat,IgG2a,W16220A,BioLegend,699305,AF488,AB_2888889,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Retina,NA,0.1% Saponin,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-2088-8310,NA,0000-0003-2088-8310
P58304,Primary Antibody,Chx10,Mouse,Mouse,IgG2a,E-12,Santa Cruz Biotechnology,sc-365519 AF546,AF546,AB_10842442,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Retina,NA,0.1% Saponin,NA,NA,Yes,0000-0003-2088-8310,NA,0000-0003-2088-8310
P02533,Primary Antibody,Keratin 14,Human,Chicken,IgY,Poly9060,BioLegend,906004 (Unconjugated),AF647,NA,Custom,Multiplexed 2D Imaging,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
Q9UKI9,Primary Antibody,POU2F3,Human,Rabbit,IgG,Polyclonal,Novus Biologicals,NBP1-83966,Unconjugated,AB_11024500,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Skin,NA,0.3% Triton-X-100,NA,NA,No,0000-0002-2950-2683,NA,0000-0002-2950-2683
Q12912,Primary Antibody,LRMP,Human,Rabbit,IgG,EPR17852,Abcam,ab202418,Unconjugated,NA,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
Q76IQ4,Primary Antibody,Ghrelin,Human,Mouse,IgG2b,891240,R&D Systems,MAB8149,Unconjugated,NA,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Jejunum,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P13569,Primary Antibody,CFTR,Human,Mouse,IgM,CF3,Thermo Fisher Scientific,MA1-935,Unconjugated,AB_2081230,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Pancreas,NA,0.3% Triton-X-100,NA,NA,No,0000-0002-2950-2683,NA,0000-0002-2950-2683
P13569,Primary Antibody,CFTR,Human,Mouse,IgM,CF3,Thermo Fisher Scientific,MA1-935,Unconjugated,AB_2081230,Stock,Multiplexed 2D Imaging,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) using the Leica Bond,NA,Yes,0000-0002-2950-2683,NA,0000-0002-2950-2683
P13569,Primary Antibody,CFTR,Human,Mouse,IgG1,M3A7,Thermo Fisher Scientific,MA5-11768,Unconjugated,AB_10983660,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Pancreas,NA,0.3% Triton-X-100,NA,NA,No,0000-0002-2950-2683,NA,0000-0002-2950-2683
P01833,Primary Antibody,PIGR,Human,Rabbit,IgG,Polyclonal,Abcam,ab96196,Unconjugated,AB_10677612,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Pancreas,NA,0.3% Triton-X-100,NA,NA,No,0000-0002-2950-2683,NA,0000-0002-2950-2683
P01833,Primary Antibody,PIGR,Human,Rat,IgG1,7C1,Abcam,ab170321,Unconjugated,NA,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Jejunum,NA,0.3% Triton-X-100,NA,NA,No,0000-0002-2950-2683,NA,0000-0002-2950-2683
P01833,Primary Antibody,PIGR,Human,Rat,IgG1,7C1,Abcam,ab170321,Unconjugated,NA,Stock,Multiplexed 2D Imaging,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) using the Leica Bond,NA,Yes,0000-0002-2950-2683,NA,0000-0002-2950-2683
P01833,Primary Antibody,PIGR,Human,Rabbit,IgG,Polyclonal,Thermo Fisher Scientific,PA5-35340,Unconjugated,AB_2552650,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,No,0000-0002-2950-2683,NA,0000-0002-2950-2683
P07476,Primary Antibody,Involucrin,Human,Mouse,IgG1,SY5,Santa Cruz Biotechnology,sc-21748 AF488,AF488,AB_2128119,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Skin,NA,0.3% Triton-X-100,NA,NA,No,0000-0002-2950-2683,NA,0000-0002-2950-2683
P07476,Primary Antibody,Involucrin,Human,Rabbit,IgG,Polyclonal,Abcam,ab53112,Unconjugated,AB_880813,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0002-2950-2683,NA,0000-0002-2950-2683
Q06945,Primary Antibody,SOX4,Human,Mouse,IgG2b,CL5634,Novus Biologicals,NBP2-61420,Unconjugated,NA,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,No,0000-0002-2950-2683,NA,0000-0002-2950-2683
Q06945,Primary Antibody,SOX4,Human,Mouse,IgG2b,SOX4/2540,Novus Biologicals,NBP2-79903AF488,AF488,NA,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,No,0000-0002-2950-2683,NA,0000-0002-2950-2683
Q13562,Primary Antibody,NeuroD1,Human,Rabbit,IgG,Polyclonal,Novus Biologicals,NBP2-98697AF647,AF647,NA,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Pancreas,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0002-2950-2683,NA,0000-0002-2950-2683
P48539,Primary Antibody,PCP4,Human,Rabbit,IgG,Polyclonal,Novus Biologicals,NBP1-80929,Unconjugated,AB_11026568,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,No,0000-0002-2950-2683,NA,0000-0002-2950-2683
Q9NXV6,Primary Antibody,CDKN2a,Human,Rat,IgG2b,5-C3-1,Novus Biologicals,NB200-174AF647,AF647,AB_10002046,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
Q9NXV6,Primary Antibody,CDKN2a,Human,Mouse,IgG2a,ARF 4C6/4,Santa Cruz Biotechnology,sc-53392,Unconjugated,AB_630056,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
Q15506,Primary Antibody,SPA17,Human,Rabbit,IgG,Polyclonal,Proteintech,13367-1-AP,Unconjugated,AB_2194631,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
Q9HAT0,Primary Antibody,ROPN1,Human,Rabbit,IgG,Polyclonal,Novus Biologicals,NBP1-89839,Unconjugated,AB_11013452,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
Q9UIF3,Primary Antibody,TEKT2,Human,Rabbit,IgG,Polyclonal,Novus Biologicals,NBP1-86955,Unconjugated,AB_11017402,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P02545,Primary Antibody,Progerin,Human,Mouse,IgG1,13A4,Thermo Fisher Scientific,39965,Unconjugated,NA,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,No,0000-0002-2950-2683,NA,0000-0002-2950-2683
P02545,Primary Antibody,Lamin A,Human,Mouse,IgG3,133A2,Thermo Fisher Scientific,MUB1101L1,FITC,NA,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Colon,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P62736,Primary Antibody,Alpha smooth muscle actin,Human,Mouse,IgG2a,1A4/asm-1,Novus Biologicals,NBP2-34522IR,DL755,NA,Stock,IBEX2D Manual,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P62736,Primary Antibody,Alpha smooth muscle actin,Human,Mouse,IgG2a,1A4/asm-1,Novus Biologicals,NBP2-34522IR,DL755,NA,Stock,Cell DIVE-IBEX,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P07766,Primary Antibody,CD3,Human,Mouse,IgG1,UCHT1,Novus Biologicals,NB100-2726IR,DL755,NA,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
P01730,Primary Antibody,CD4,Human,Mouse,IgG1,RPA-T4,Novus Biologicals,NBP2-27216AF750,AF750,NA,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
P01903,Primary Antibody,HLA-DR,Human,Mouse,IgG2a,L243,Novus Biologicals,NB100-77855AF750,AF750,NA,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,NA,No,0000-0003-4379-8967,NA,0000-0003-4379-8967
P11836,Primary Antibody,CD20,Human,Mouse,IgG2a,L26,Thermo Fisher Scientific,53-0202-82,AF488,AB_10734358,Stock,Multiplexed 2D Imaging,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 6 for 40 minutes at 95C (AR6 Akoya Biosciences AR600250ML),NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P11836,Primary Antibody,CD20,Human,Mouse,IgG2a,L26,Thermo Fisher Scientific,53-0202-82,AF488,AB_10734358,Stock,Cell DIVE-IBEX,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P11836,Primary Antibody,CD20,Human,Mouse,IgG2a,L26,Thermo Fisher Scientific,53-0202-82,AF488,AB_10734358,Stock,Multiplexed 2D Imaging,FFPE,Lymph Node,Follicular Lymphoma,0.3% Triton-X-100,pH 6 for 40 minutes at 95C (AR6 Akoya Biosciences AR600250ML),NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P11836,Primary Antibody,CD20,Human,Mouse,IgG2a,L26,Thermo Fisher Scientific,53-0202-82,AF488,AB_10734358,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,Follicular Lymphoma,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P18827,Primary Antibody,CD138,Human,Goat,IgG,Polyclonal,R&D Systems,AF2780,Unconjugated,AB_442186,Stock,Multiplexed 2D Imaging,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 6 for 40 minutes at 95C (AR6 Akoya Biosciences AR600250ML),NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P08473,Primary Antibody,CD10,Human,Goat,IgG,Polyclonal,R&D Systems,AF1182,Unconjugated,AB_354652,Stock,Cell DIVE-IBEX,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P17661,Primary Antibody,Desmin,Human,Rabbit,IgG,Y66,Abcam,ab185033,AF488,AB_2892748,Stock,Multiplexed 2D Imaging,FFPE,Lymph Node,Follicular Lymphoma,0.3% Triton-X-100,pH 6 for 40 minutes at 95C (AR6 Akoya Biosciences AR600250ML),NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P17661,Primary Antibody,Desmin,Human,Rabbit,IgG,Y66,Abcam,ab185033,AF488,AB_2892748,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,Follicular Lymphoma,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P20023,Primary Antibody,CD21,Human,Rabbit,IgG,SP186,Abcam,ab306325,PE,NA,Stock,Cell DIVE-IBEX,FFPE,Lymph Node,Follicular Lymphoma,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P09486,Primary Antibody,SPARC,Human,Goat,IgG,Polyclonal,R&D Systems,AF941 (Unconjugated),AF532,AB_2892754,Custom,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,Follicular Lymphoma,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P08473,Primary Antibody,CD10,Human,Mouse,IgG1,FR4D11,Caprico Biotechnologies,103924,PE,NA,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,Follicular Lymphoma,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P08473,Primary Antibody,CD10,Human,Mouse,IgG1,HI10a,BioLegend,312204,PE,AB_314915,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,Follicular Lymphoma,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P07766,Primary Antibody,CD3,Human,Mouse,IgG1,UCHT1,BioLegend,300446,AF594,AB_2563236,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,Follicular Lymphoma,0.3% Triton-X-100,NA,1 mg/ml LiBH4 for more than 120 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P01880,Primary Antibody,IgD,Human,Mouse,IgG2a,IA6-2,BioLegend,348216,AF488,AB_11150595,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,Follicular Lymphoma,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P20023,Primary Antibody,CD21,Human,Mouse,IgG1,Bu32,BioLegend,354902 (Unconjugated),AF532,AB_2892739,Custom,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,Follicular Lymphoma,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P18827,Primary Antibody,CD138,Human,Mouse,IgG1,MI15,BioLegend,356504,PE,AB_2561878,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,Follicular Lymphoma,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P41182,Primary Antibody,BCL6,Human,Mouse,IgG1,K112-91,BD Biosciences,561525,AF647,AB_10898007,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,Follicular Lymphoma,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
P16284,Primary Antibody,CD31,Human,Mouse,IgG1,WM59,BioLegend,303133,AF700,AB_2566326,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,Follicular Lymphoma,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967
